,0
3430,"And Balak said unto Balaam, Did I not earnestly send unto thee 			 			 to call thee? wherefore camest thou not unto me? am I not able indeed 			 			 to promote thee to honour? "
3431,"And Balaam went with Balak, and they came unto Kirjathhuzoth. "
3432,"And Balak offered oxen and sheep, and sent to Balaam, and to the 			 			 princes that were with him. "
3433,"And it came to pass on the morrow, that Balak took Balaam, and 			 			 brought him up into the high places of Baal, that thence he might see 			 			 the utmost part of the people. "
3434,"And Balaam said unto Balak, Build me here seven altars, and 			 			 prepare me here seven oxen and seven rams. "
3435,And Balak did as Balaam had spoken; and Balak and Balaam offered 			 			 on every altar a bullock and a ram. 
3436,"And Balaam said unto Balak, Stand by thy burnt offering, and I 			 			 will go"
3437,And God met Balaam
3438,"And the LORD put a word in Balaam's mouth, and said, Return unto 			 			 Balak, and thus thou shalt speak. "
3439,"And he returned unto him, and, lo, he stood by his burnt 			 			 sacrifice, he, and all the princes of Moab. "
3440,"And he took up his parable, and said, Balak the king of Moab hath 			 			 brought me from Aram, out of the mountains of the east, saying, Come, 			 			 curse me Jacob, and come, defy Israel. "
3441,"How shall I curse, whom God hath not cursed? or how shall I defy, 			 			 whom the LORD hath not defied? "
3442,"Who can count the dust of Jacob, and the number of the fourth 			 			 part of Israel? Let me die the death of the righteous, and let my last 			 			 end be like his! "
3443,"And he answered and said, Must I not take heed to speak that 			 			 which the LORD hath put in my mouth? "
3444,"And he brought him into the field of Zophim, to the top of 			 			 Pisgah, and built seven altars, and offered a bullock and a ram on 			 			 every altar. "
3445,"And he said unto Balak, Stand here by thy burnt offering, while 			 			 I meet the LORD yonder. "
3446,"And the LORD met Balaam, and put a word in his mouth, and said, 			 			 Go again unto Balak, and say thus. "
3447,"And when he came to him, behold, he stood by his burnt offering, 			 			 and the princes of Moab with him. And Balak said unto him, What hath 			 			 the LORD spoken? "
3448,"He hath not beheld iniquity in Jacob, neither hath he seen 			 			 perverseness in Israel"
3449,God brought them out of Egypt; he hath as it were the strength 			 			 of an unicorn. 
3450,"Surely there is no enchantment against Jacob, neither is there 			 			 any divination against Israel"
3451,"And Balak said unto Balaam, Neither curse them at all, nor bless 			 			 them at all. "
3452,"But Balaam answered and said unto Balak, Told not I thee, 			 			 saying, All that the LORD speaketh, that I must do? "
3453,"And Balak brought Balaam unto the top of Peor, that looketh 			 			 toward Jeshimon. "
3454,"And Balaam said unto Balak, Build me here seven altars, and 			 			 prepare me here seven bullocks and seven rams. "
3455,"And Balak did as Balaam had said, and offered a bullock and a 			 			 ram on every altar. "
3456,"And when Balaam saw that it pleased the LORD to bless Israel, he 			 			 went not, as at other times, to seek for enchantments, but he set his 			 			 face toward the wilderness. "
3457,"And Balaam lifted up his eyes, and he saw Israel abiding in his 			 			 tents according to their tribes; and the spirit of God came upon him. "
3458,"And he took up his parable, and said, Balaam the son of Beor hath 			 			 said, and the man whose eyes are open hath said"
3459,"He shall pour the water out of his buckets, and his seed shall be 			 			 in many waters, and his king shall be higher than Agag, and his 			 			 kingdom shall be exalted. "
3460,God brought him forth out of Egypt; he hath as it were the 			 			 strength of an unicorn
3461,"He couched, he lay down as a lion, and as a great lion"
3462,"And Balak's anger was kindled against Balaam, and he smote his 			 			 hands together"
3463,Therefore now flee thou to thy place
3464,"And Balaam said unto Balak, Spake I not also to thy messengers 			 			 which thou sentest unto me, saying, "
3465,"And he took up his parable, and said, Balaam the son of Beor 			 			 hath said, and the man whose eyes are open hath said"
3466,"And Edom shall be a possession, Seir also shall be a possession 			 			 for his enemies; and Israel shall do valiantly. "
3467,"Out of Jacob shall come he that shall have dominion, and shall 			 			 destroy him that remaineth of the city. "
3468,"And when he looked on Amalek, he took up his parable, and said, 			 			 Amalek was the first of the nations; but his latter end shall be that 			 			 he perish for ever. "
3469,"And he looked on the Kenites, and took up his parable, and said, 			 			 Strong is thy dwellingplace, and thou puttest thy nest in a rock. "
3470,"Nevertheless the Kenite shall be wasted, until Asshur shall 			 			 carry thee away captive. "
3471,"And he took up his parable, and said, Alas, who shall live when 			 			 God doeth this! "
3472,"And Balaam rose up, and went and returned to his place"
3473,"And Israel abode in Shittim, and the people began to commit 			 			 whoredom with the daughters of Moab. "
3474,And they called the people unto the sacrifices of their gods
3475,And Israel joined himself unto Baalpeor
3476,"And the LORD said unto Moses, Take all the heads of the people, 			 			 and hang them up before the LORD against the sun, that the fierce 			 			 anger of the LORD may be turned away from Israel. "
3477,"And Moses said unto the judges of Israel, Slay ye every one his 			 			 men that were joined unto Baalpeor. "
3478,"And, behold, one of the children of Israel came and brought unto 			 			 his brethren a Midianitish woman in the sight of Moses, and in the 			 			 sight of all the congregation of the children of Israel, who were 			 			 weeping before the door of the tabernacle of the congregation. "
3479,"And when Phinehas, the son of Eleazar, the son of Aaron the 			 			 priest, saw it, he rose up from among the congregation, and took a 			 			 javelin in his hand; "
3480,And those that died in the plague were twenty and four thousand. 
3481,"And the LORD spake unto Moses, saying, "
3482,"Wherefore say, Behold, I give unto him my covenant of peace"
3483,"Now the name of the Israelite that was slain, even that was 			 			 slain with the Midianitish woman, was Zimri, the son of Salu, a prince 			 			 of a chief house among the Simeonites. "
3484,"And the name of the Midianitish woman that was slain was Cozbi, 			 			 the daughter of Zur; he was head over a people, and of a chief house 			 			 in Midian. "
3485,"And the LORD spake unto Moses, saying, "
3486,"And it came to pass after the plague, that the LORD spake unto 			 			 Moses and unto Eleazar the son of Aaron the priest, saying, "
3487,"And Moses and Eleazar the priest spake with them in the plains of 			 			 Moab by Jordan near Jericho, saying, "
3488,"Reuben, the eldest son of Israel"
3489,These are the families of the Reubenites
3490,And the sons of Pallu; Eliab. 
3491,"And the sons of Eliab; Nemuel, and Dathan, and Abiram. This is 			 			 that Dathan and Abiram, which were famous in the congregation, who 			 			 strove against Moses and against Aaron in the company of Korah, when 			 			 they strove against the LORD"
3492,Notwithstanding the children of Korah died not. 
3493,The sons of Simeon after their families
3494,"These are the families of the Simeonites, twenty and two 			 			 thousand and two hundred. "
3495,The children of Gad after their families
3496,"These are the families of the children of Gad according to those 			 			 that were numbered of them, forty thousand and five hundred. "
3497,The sons of Judah were Er and Onan
3498,"And the sons of Judah after their families were; of Shelah, the 			 			 family of the Shelanites"
3499,"And the sons of Pharez were; of Hezron, the family of the 			 			 Hezronites"
3500,"These are the families of Judah according to those that were 			 			 numbered of them, threescore and sixteen thousand and five hundred. "
3501,Of the sons of Issachar after their families
3502,"These are the families of Issachar according to those that were 			 			 numbered of them, threescore and four thousand and three hundred. "
3503,Of the sons of Zebulun after their families
3504,"These are the families of the Zebulunites according to those 			 			 that were numbered of them, threescore thousand and five hundred. "
3505,The sons of Joseph after their families were Manasseh and 			 			 Ephraim. 
3506,Of the sons of Manasseh
3507,These are the sons of Gilead
3508,"And Zelophehad the son of Hepher had no sons, but daughters"
3509,"These are the families of Manasseh, and those that were numbered 			 			 of them, fifty and two thousand and seven hundred. "
3510,These are the sons of Ephraim after their families
3511,And these are the sons of Shuthelah
3512,"These are the families of the sons of Ephraim according to those 			 			 that were numbered of them, thirty and two thousand and five hundred. 			 			 These are the sons of Joseph after their families. "
3513,The sons of Benjamin after their families
3514,And the sons of Bela were Ard and Naaman
3515,These are the sons of Benjamin after their families
3516,These are the sons of Dan after their families
3517,"All the families of the Shuhamites, according to those that were 			 			 numbered of them, were threescore and four thousand and four hundred. "
3518,Of the children of Asher after their families
3519,Of the sons of Beriah
3520,And the name of the daughter of Asher was Sarah. 
3521,These are the families of the sons of Asher according to those 			 			 that were numbered of them; who were fifty and three thousand and four 			 			 hundred. 
3522,Of the sons of Naphtali after their families
3523,These are the families of Naphtali according to their families
3524,"These were the numbered of the children of Israel, six hundred 			 			 thousand and a thousand seven hundred and thirty. "
3525,"And the LORD spake unto Moses, saying, "
3526,"To many thou shalt give the more inheritance, and to few thou 			 			 shalt give the less inheritance"
3527,Notwithstanding the land shall be divided by lot
3528,According to the lot shall the possession thereof be divided 			 			 between many and few. 
3529,And these are they that were numbered of the Levites after their 			 			 families
3530,These are the families of the Levites
3531,"And the name of Amram's wife was Jochebed, the daughter of Levi, 			 			 whom her mother bare to Levi in Egypt"
3532,"And unto Aaron was born Nadab, and Abihu, Eleazar, and Ithamar. "
3533,"And Nadab and Abihu died, when they offered strange fire before 			 			 the LORD. "
3534,"And those that were numbered of them were twenty and three 			 			 thousand, all males from a month old and upward"
3535,"These are they that were numbered by Moses and Eleazar the 			 			 priest, who numbered the children of Israel in the plains of Moab by 			 			 Jordan near Jericho. "
3536,"But among these there was not a man of them whom Moses and Aaron 			 			 the priest numbered, when they numbered the children of Israel in the 			 			 wilderness of Sinai. "
3537,"For the LORD had said of them, They shall surely die in the 			 			 wilderness. And there was not left a man of them, save Caleb the son 			 			 of Jephunneh, and Joshua the son of Nun. "
3538,"Then came the daughters of Zelophehad, the son of Hepher, the son 			 			 of Gilead, the son of Machir, the son of Manasseh, of the families of 			 			 Manasseh the son of Joseph"
3539,"And they stood before Moses, and before Eleazar the priest, and 			 			 before the princes and all the congregation, by the door of the 			 			 tabernacle of the congregation, saying, "
3540,"Why should the name of our father be done away from among his 			 			 family, because he hath no son? Give unto us therefore a possession 			 			 among the brethren of our father. "
3541,And Moses brought their cause before the LORD. 
3542,"And the LORD spake unto Moses, saying, "
3543,"And thou shalt speak unto the children of Israel, saying, If a 			 			 man die, and have no son, then ye shall cause his inheritance to pass 			 			 unto his daughter. "
3544,"And if he have no daughter, then ye shall give his inheritance 			 			 unto his brethren. "
3545,"And if he have no brethren, then ye shall give his inheritance 			 			 unto his father's brethren. "
3546,"And if his father have no brethren, then ye shall give his 			 			 inheritance unto his kinsman that is next to him of his family, and he 			 			 shall possess it"
3547,"And the LORD said unto Moses, Get thee up into this mount 			 			 Abarim, and see the land which I have given unto the children of 			 			 Israel. "
3548,"And when thou hast seen it, thou also shalt be gathered unto thy 			 			 people, as Aaron thy brother was gathered. "
3549,"For ye rebelled against my commandment in the desert of Zin, in 			 			 the strife of the congregation, to sanctify me at the water before 			 			 their eyes"
3550,"And Moses spake unto the LORD, saying, "
3551,"And the LORD said unto Moses, Take thee Joshua the son of Nun, a 			 			 man in whom is the spirit, and lay thine hand upon him; "
3552,"And thou shalt put some of thine honour upon him, that all the 			 			 congregation of the children of Israel may be obedient. "
3553,"And he shall stand before Eleazar the priest, who shall ask 			 			 counsel for him after the judgment of Urim before the LORD"
3554,And Moses did as the LORD commanded him
3555,"And the LORD spake unto Moses, saying, "
3556,"And thou shalt say unto them, This is the offering made by fire 			 			 which ye shall offer unto the LORD; two lambs of the first year 			 			 without spot day by day, for a continual burnt offering. "
3557,"The one lamb shalt thou offer in the morning, and the other lamb 			 			 shalt thou offer at even; "
3558,"It is a continual burnt offering, which was ordained in mount 			 			 Sinai for a sweet savour, a sacrifice made by fire unto the LORD. "
3559,And the drink offering thereof shall be the fourth part of an hin 			 			 for the one lamb
3560,And the other lamb shalt thou offer at even
3561,"And on the sabbath day two lambs of the first year without spot, 			 			 and two tenth deals of flour for a meat offering, mingled with oil, 			 			 and the drink offering thereof"
3562,"And in the beginnings of your months ye shall offer a burnt 			 			 offering unto the LORD; two young bullocks, and one ram, seven lambs 			 			 of the first year without spot; "
3563,"And their drink offerings shall be half an hin of wine unto a 			 			 bullock, and the third part of an hin unto a ram, and a fourth part of 			 			 an hin unto a lamb"
3564,"And one kid of the goats for a sin offering unto the LORD shall 			 			 be offered, beside the continual burnt offering, and his drink 			 			 offering. "
3565,And in the fourteenth day of the first month is the passover of 			 			 the LORD. 
3566,And in the fifteenth day of this month is the feast
3567,In the first day shall be an holy convocation; ye shall do no 			 			 manner of servile work therein
3568,"Ye shall offer these beside the burnt offering in the morning, 			 			 which is for a continual burnt offering. "
3569,"After this manner ye shall offer daily, throughout the seven 			 			 days, the meat of the sacrifice made by fire, of a sweet savour unto 			 			 the LORD"
3570,And on the seventh day ye shall have an holy convocation; ye 			 			 shall do no servile work. 
3571,"Also in the day of the firstfruits, when ye bring a new meat 			 			 offering unto the LORD, after your weeks be out, ye shall have an holy 			 			 convocation; ye shall do no servile work"
3572,"Ye shall offer them beside the continual burnt offering, and his 			 			 meat offering, (they shall be unto you without blemish) and their 			 			 drink offerings. "
3573,"And in the seventh month, on the first day of the month, ye shall 			 			 have an holy convocation; ye shall do no servile work"
3574,"And ye shall offer a burnt offering for a sweet savour unto the 			 			 LORD; one young bullock, one ram, and seven lambs of the first year 			 			 without blemish"
3575,And ye shall have on the tenth day of this seventh month an holy 			 			 convocation; and ye shall afflict your souls
3576,"And on the fifteenth day of the seventh month ye shall have an 			 			 holy convocation; ye shall do no servile work, and ye shall keep a 			 			 feast unto the LORD seven days"
3577,"And on the second day ye shall offer twelve young bullocks, two 			 			 rams, fourteen lambs of the first year without spot"
3578,"And on the third day eleven bullocks, two rams, fourteen lambs 			 			 of the first year without blemish; "
3579,"And on the fourth day ten bullocks, two rams, and fourteen lambs 			 			 of the first year without blemish"
3580,"And on the fifth day nine bullocks, two rams, and fourteen lambs 			 			 of the first year without spot"
3581,"And on the sixth day eight bullocks, two rams, and fourteen 			 			 lambs of the first year without blemish"
3582,"And on the seventh day seven bullocks, two rams, and fourteen 			 			 lambs of the first year without blemish"
3583,On the eighth day ye shall have a solemn assembly
3584,"These things ye shall do unto the LORD in your set feasts, 			 			 beside your vows, and your freewill offerings, for your burnt 			 			 offerings, and for your meat offerings, and for your drink offerings, 			 			 and for your peace offerings. "
3585,And Moses told the children of Israel according to all that the 			 			 LORD commanded Moses. 
3586,"And Moses spake unto the heads of the tribes concerning the 			 			 children of Israel, saying, This is the thing which the LORD hath 			 			 commanded. "
3587,"If a man vow a vow unto the LORD, or swear an oath to bind his 			 			 soul with a bond; he shall not break his word, he shall do according 			 			 to all that proceedeth out of his mouth. "
3588,"If a woman also vow a vow unto the LORD, and bind herself by a 			 			 bond, being in her father's house in her youth; "
3589,"But if her father disallow her in the day that he heareth; not 			 			 any of her vows, or of her bonds wherewith she hath bound her soul, 			 			 shall stand"
3590,"And if she had at all an husband, when she vowed, or uttered 			 			 ought out of her lips, wherewith she bound her soul; "
3591,"But if her husband disallowed her on the day that he heard it; 			 			 then he shall make her vow which she vowed, and that which she uttered 			 			 with her lips, wherewith she bound her soul, of none effect"
3592,"But every vow of a widow, and of her that is divorced, wherewith 			 			 they have bound their souls, shall stand against her. "
3593,"And if she vowed in her husband's house, or bound her soul by a 			 			 bond with an oath; "
3594,"But if her husband hath utterly made them void on the day he 			 			 heard them; then whatsoever proceeded out of her lips concerning her 			 			 vows, or concerning the bond of her soul, shall not stand"
3595,"Every vow, and every binding oath to afflict the soul, her 			 			 husband may establish it, or her husband may make it void. "
3596,"But if her husband altogether hold his peace at her from day to 			 			 day; then he establisheth all her vows, or all her bonds, which are 			 			 upon her"
3597,But if he shall any ways make them void after that he hath heard 			 			 them; then he shall bear her iniquity. 
3598,"These are the statutes, which the LORD commanded Moses, between 			 			 a man and his wife, between the father and his daughter, being yet in 			 			 her youth in her father's house. "
3599,"And the LORD spake unto Moses, saying, "
3600,"And Moses spake unto the people, saying, Arm some of yourselves 			 			 unto the war, and let them go against the Midianites, and avenge the 			 			 LORD of Midian. "
3601,"Of every tribe a thousand, throughout all the tribes of Israel, 			 			 shall ye send to the war. "
3602,"So there were delivered out of the thousands of Israel, a 			 			 thousand of every tribe, twelve thousand armed for war. "
3603,"And Moses sent them to the war, a thousand of every tribe, them 			 			 and Phinehas the son of Eleazar the priest, to the war, with the holy 			 			 instruments, and the trumpets to blow in his hand. "
3604,"And they warred against the Midianites, as the LORD commanded 			 			 Moses; and they slew all the males. "
3605,"And they slew the kings of Midian, beside the rest of them that 			 			 were slain; namely, Evi, and Rekem, and Zur, and Hur, and Reba, five 			 			 kings of Midian"
3606,"And the children of Israel took all the women of Midian captives, 			 			 and their little ones, and took the spoil of all their cattle, and all 			 			 their flocks, and all their goods. "
3607,"And they burnt all their cities wherein they dwelt, and all 			 			 their goodly castles, with fire. "
3608,"And they took all the spoil, and all the prey, both of men and 			 			 of beasts. "
3609,"And they brought the captives, and the prey, and the spoil, unto 			 			 Moses, and Eleazar the priest, and unto the congregation of the 			 			 children of Israel, unto the camp at the plains of Moab, which are by 			 			 Jordan near Jericho. "
3610,"And Moses, and Eleazar the priest, and all the princes of the 			 			 congregation, went forth to meet them without the camp. "
3611,"And Moses was wroth with the officers of the host, with the 			 			 captains over thousands, and captains over hundreds, which came from 			 			 the battle. "
3612,"And Moses said unto them, Have ye saved all the women alive? 			 			 "
3613,"Now therefore kill every male among the little ones, and kill 			 			 every woman that hath known man by lying with him. "
3614,"But all the women children, that have not known a man by lying 			 			 with him, keep alive for yourselves. "
3615,And do ye abide without the camp seven days
3616,"And purify all your raiment, and all that is made of skins, and 			 			 all work of goats' hair, and all things made of wood. "
3617,"And Eleazar the priest said unto the men of war which went to 			 			 the battle, This is the ordinance of the law which the LORD commanded 			 			 Moses; "
3618,"And ye shall wash your clothes on the seventh day, and ye shall 			 			 be clean, and afterward ye shall come into the camp. "
3619,"And the LORD spake unto Moses, saying, "
3620,"And of the children of Israel's half, thou shalt take one 			 			 portion of fifty, of the persons, of the beeves, of the asses, and of 			 			 the flocks, of all manner of beasts, and give them unto the Levites, 			 			 which keep the charge of the tabernacle of the LORD. "
3621,And Moses and Eleazar the priest did as the LORD commanded 			 			 Moses. 
3622,"And the booty, being the rest of the prey which the men of war 			 			 had caught, was six hundred thousand and seventy thousand and five 			 			 thousand sheep, "
3623,"And the half, which was the portion of them that went out to 			 			 war, was in number three hundred thousand and seven and thirty 			 			 thousand and five hundred sheep"
3624,And the beeves were thirty and six thousand; of which the LORD's 			 			 tribute was threescore and twelve. 
3625,And the asses were thirty thousand and five hundred; of which 			 			 the LORD's tribute was threescore and one. 
3626,And the persons were sixteen thousand; of which the LORD's 			 			 tribute was thirty and two persons. 
3627,"And Moses gave the tribute, which was the LORD's heave offering, 			 			 unto Eleazar the priest, as the LORD commanded Moses. "
3628,"And of the children of Israel's half, which Moses divided from 			 			 the men that warred, "
3629,"And the officers which were over thousands of the host, the 			 			 captains of thousands, and captains of hundreds, came near unto Moses"
3630,"We have therefore brought an oblation for the LORD, what every 			 			 man hath gotten, of jewels of gold, chains, and bracelets, rings, 			 			 earrings, and tablets, to make an atonement for our souls before the 			 			 LORD. "
3631,"And Moses and Eleazar the priest took the gold of them, even all 			 			 wrought jewels. "
3632,"And all the gold of the offering that they offered up to the 			 			 LORD, of the captains of thousands, and of the captains of hundreds, 			 			 was sixteen thousand seven hundred and fifty shekels. "
3633,"(For the men of war had taken spoil, every man for himself.) 			 			 "
3634,Now the children of Reuben and the children of Gad had a very 			 			 great multitude of cattle
3635,"And Moses said unto the children of Gad and to the children of 			 			 Reuben, Shall your brethren go to war, and shall ye sit here? "
3636,"For when they went up unto the valley of Eshcol, and saw the 			 			 land, they discouraged the heart of the children of Israel, that they 			 			 should not go into the land which the LORD had given them. "
3637,"And the LORD's anger was kindled the same time, and he sware, 			 			 saying, "
3638,"And the LORD's anger was kindled against Israel, and he made 			 			 them wander in the wilderness forty years, until all the generation, 			 			 that had done evil in the sight of the LORD, was consumed. "
3639,"And, behold, ye are risen up in your fathers' stead, an increase 			 			 of sinful men, to augment yet the fierce anger of the LORD toward 			 			 Israel. "
3640,"For if ye turn away from after him, he will yet again leave them 			 			 in the wilderness; and ye shall destroy all this people. "
3641,"And they came near unto him, and said, We will build sheepfolds 			 			 here for our cattle, and cities for our little ones"
3642,"We will not return unto our houses, until the children of Israel 			 			 have inherited every man his inheritance. "
3643,"For we will not inherit with them on yonder side Jordan, or 			 			 forward; because our inheritance is fallen to us on this side Jordan 			 			 eastward. "
3644,"And Moses said unto them, If ye will do this thing, if ye will 			 			 go armed before the LORD to war, "
3645,"But if ye will not do so, behold, ye have sinned against the 			 			 LORD"
3646,"Build you cities for your little ones, and folds for your sheep; 			 			 and do that which hath proceeded out of your mouth. "
3647,"And the children of Gad and the children of Reuben spake unto 			 			 Moses, saying, Thy servants will do as my lord commandeth. "
3648,"Our little ones, our wives, our flocks, and all our cattle, 			 			 shall be there in the cities of Gilead"
3649,"So concerning them Moses commanded Eleazar the priest, and 			 			 Joshua the son of Nun, and the chief fathers of the tribes of the 			 			 children of Israel"
3650,"And the children of Gad and the children of Reuben answered, 			 			 saying, As the LORD hath said unto thy servants, so will we do. "
3651,"We will pass over armed before the LORD into the land of Canaan, 			 			 that the possession of our inheritance on this side Jordan may be 			 			 ours. "
3652,"And Moses gave unto them, even to the children of Gad, and to 			 			 the children of Reuben, and unto half the tribe of Manasseh the son of 			 			 Joseph, the kingdom of Sihon king of the Amorites, and the kingdom of 			 			 Og king of Bashan, the land, with the cities thereof in the coasts, 			 			 even the cities of the country round about. "
3653,"And the children of Gad built Dibon, and Ataroth, and Aroer, 			 			 "
3654,"And the children of Reuben built Heshbon, and Elealeh, and 			 			 Kirjathaim, "
3655,"And the children of Machir the son of Manasseh went to Gilead, 			 			 and took it, and dispossessed the Amorite which was in it. "
3656,And Moses gave Gilead unto Machir the son of Manasseh; and he 			 			 dwelt therein. 
3657,"And Jair the son of Manasseh went and took the small towns 			 			 thereof, and called them Havothjair. "
3658,"And Nobah went and took Kenath, and the villages thereof, and 			 			 called it Nobah, after his own name. "
3659,"These are the journeys of the children of Israel, which went 			 			 forth out of the land of Egypt with their armies under the hand of 			 			 Moses and Aaron. "
3660,And Moses wrote their goings out according to their journeys by 			 			 the commandment of the LORD
3661,"And they departed from Rameses in the first month, on the 			 			 fifteenth day of the first month; on the morrow after the passover the 			 			 children of Israel went out with an high hand in the sight of all the 			 			 Egyptians. "
3662,"For the Egyptians buried all their firstborn, which the LORD had 			 			 smitten among them"
3663,"And the children of Israel removed from Rameses, and pitched in 			 			 Succoth. "
3664,"And they departed from Succoth, and pitched in Etham, which is in 			 			 the edge of the wilderness. "
3665,"And they removed from Etham, and turned again unto Pihahiroth, 			 			 which is before Baalzephon"
3666,"And they departed from before Pihahiroth, and passed through the 			 			 midst of the sea into the wilderness, and went three days' journey in 			 			 the wilderness of Etham, and pitched in Marah. "
3667,"And they removed from Marah, and came unto Elim"
3668,"And they removed from Elim, and encamped by the Red sea. "
3669,"And they removed from the Red sea, and encamped in the 			 			 wilderness of Sin. "
3670,"And they took their journey out of the wilderness of Sin, and 			 			 encamped in Dophkah. "
3671,"And they departed from Dophkah, and encamped in Alush. "
3672,"And they removed from Alush, and encamped at Rephidim, where was 			 			 no water for the people to drink. "
3673,"And they departed from Rephidim, and pitched in the wilderness 			 			 of Sinai. "
3674,"And they removed from the desert of Sinai, and pitched at 			 			 Kibrothhattaavah. "
3675,"And they departed from Kibrothhattaavah, and encamped at 			 			 Hazeroth. "
3676,"And they departed from Hazeroth, and pitched in Rithmah. "
3677,"And they departed from Rithmah, and pitched at Rimmonparez. "
3678,"And they departed from Rimmonparez, and pitched in Libnah. "
3679,"And they removed from Libnah, and pitched at Rissah. "
3680,"And they journeyed from Rissah, and pitched in Kehelathah. "
3681,"And they went from Kehelathah, and pitched in mount Shapher. "
3682,"And they removed from mount Shapher, and encamped in Haradah. "
3683,"And they removed from Haradah, and pitched in Makheloth. "
3684,"And they removed from Makheloth, and encamped at Tahath. "
3685,"And they departed from Tahath, and pitched at Tarah. "
3686,"And they removed from Tarah, and pitched in Mithcah. "
3687,"And they went from Mithcah, and pitched in Hashmonah. "
3688,"And they departed from Hashmonah, and encamped at Moseroth. "
3689,"And they departed from Moseroth, and pitched in Benejaakan. "
3690,"And they removed from Benejaakan, and encamped at Horhagidgad. "
3691,"And they went from Horhagidgad, and pitched in Jotbathah. "
3692,"And they removed from Jotbathah, and encamped at Ebronah. "
3693,"And they departed from Ebronah, and encamped at Eziongaber. "
3694,"And they removed from Eziongaber, and pitched in the wilderness 			 			 of Zin, which is Kadesh. "
3695,"And they removed from Kadesh, and pitched in mount Hor, in the 			 			 edge of the land of Edom. "
3696,"And Aaron the priest went up into mount Hor at the commandment 			 			 of the LORD, and died there, in the fortieth year after the children 			 			 of Israel were come out of the land of Egypt, in the first day of the 			 			 fifth month. "
3697,And Aaron was an hundred and twenty and three years old when he 			 			 died in mount Hor. 
3698,"And king Arad the Canaanite, which dwelt in the south in the 			 			 land of Canaan, heard of the coming of the children of Israel. "
3699,"And they departed from mount Hor, and pitched in Zalmonah. "
3700,"And they departed from Zalmonah, and pitched in Punon. "
3701,"And they departed from Punon, and pitched in Oboth. "
3702,"And they departed from Oboth, and pitched in Ijeabarim, in the 			 			 border of Moab. "
3703,"And they departed from Iim, and pitched in Dibongad. "
3704,"And they removed from Dibongad, and encamped in Almondiblathaim. "
3705,"And they removed from Almondiblathaim, and pitched in the 			 			 mountains of Abarim, before Nebo. "
3706,"And they departed from the mountains of Abarim, and pitched in 			 			 the plains of Moab by Jordan near Jericho. "
3707,"And they pitched by Jordan, from Bethjesimoth even unto 			 			 Abelshittim in the plains of Moab. "
3708,"And the LORD spake unto Moses in the plains of Moab by Jordan 			 			 near Jericho, saying, "
3709,And ye shall divide the land by lot for an inheritance among 			 			 your families
3710,"But if ye will not drive out the inhabitants of the land from 			 			 before you; then it shall come to pass, that those which ye let remain 			 			 of them shall be pricks in your eyes, and thorns in your sides, and 			 			 shall vex you in the land wherein ye dwell. "
3711,"Moreover it shall come to pass, that I shall do unto you, as I 			 			 thought to do unto them. "
3712,"And the LORD spake unto Moses, saying, "
3713,"And as for the western border, ye shall even have the great sea 			 			 for a border"
3714,And this shall be your north border
3715,And ye shall point out your east border from Hazarenan to 			 			 Shepham
3716,"And Moses commanded the children of Israel, saying, This is the 			 			 land which ye shall inherit by lot, which the LORD commanded to give 			 			 unto the nine tribes, and to the half tribe"
3717,"And the LORD spake unto Moses, saying, "
3718,"And ye shall take one prince of every tribe, to divide the land 			 			 by inheritance. "
3719,And the names of the men are these
3720,"And of the tribe of the children of Simeon, Shemuel the son of 			 			 Ammihud. "
3721,"Of the tribe of Benjamin, Elidad the son of Chislon. "
3722,"And the prince of the tribe of the children of Dan, Bukki the 			 			 son of Jogli. "
3723,"The prince of the children of Joseph, for the tribe of the 			 			 children of Manasseh, Hanniel the son of Ephod. "
3724,"And the prince of the tribe of the children of Ephraim, Kemuel 			 			 the son of Shiphtan. "
3725,"And the prince of the tribe of the children of Zebulun, 			 			 Elizaphan the son of Parnach. "
3726,"And the prince of the tribe of the children of Issachar, Paltiel 			 			 the son of Azzan. "
3727,"And the prince of the tribe of the children of Asher, Ahihud the 			 			 son of Shelomi. "
3728,"And the prince of the tribe of the children of Naphtali, Pedahel 			 			 the son of Ammihud. "
3729,These are they whom the LORD commanded to divide the inheritance 			 			 unto the children of Israel in the land of Canaan. 
3730,"And the LORD spake unto Moses in the plains of Moab by Jordan 			 			 near Jericho, saying, "
3731,"And the cities shall they have to dwell in; and the suburbs of 			 			 them shall be for their cattle, and for their goods, and for all their 			 			 beasts. "
3732,"And the suburbs of the cities, which ye shall give unto the 			 			 Levites, shall reach from the wall of the city and outward a thousand 			 			 cubits round about. "
3733,"And ye shall measure from without the city on the east side two 			 			 thousand cubits, and on the south side two thousand cubits, and on the 			 			 west side two thousand cubits, and on the north side two thousand 			 			 cubits; and the city shall be in the midst"
3734,"And among the cities which ye shall give unto the Levites there 			 			 shall be six cities for refuge, which ye shall appoint for the 			 			 manslayer, that he may flee thither"
3735,So all the cities which ye shall give to the Levites shall be 			 			 forty and eight cities
3736,And the cities which ye shall give shall be of the possession of 			 			 the children of Israel
3737,"And the LORD spake unto Moses, saying, "
3738,"And they shall be unto you cities for refuge from the avenger; 			 			 that the manslayer die not, until he stand before the congregation in 			 			 judgment. "
3739,And of these cities which ye shall give six cities shall ye have 			 			 for refuge. 
3740,"Ye shall give three cities on this side Jordan, and three cities 			 			 shall ye give in the land of Canaan, which shall be cities of refuge. "
